,true,1,2,3,4,5,min3,min4,min5,fmacro_mean_over_folds,fmacro_std_over_folds,boot_fmac_mean_over_folds,boot_mean_fmacs_of_folds,boot_quantile_lower_fmac_of_folds,boot_quantile_upper_fmac_of_folds,boot_fmac_std_of_folds,n_true_classes_in_folds,n_unique_classes_in_folds
CW_b_his_ca_HISAN,100.0,65.37004277744074,66.36273497257442,66.19945813131713,65.33458417317875,65.81336388417328,67.70357245294372,65.83950025131199,61.26142252945043,65.81603678773686,0.468135998860343,65.74704647064209,"[65.28784036636353, 66.26028418540955, 66.13503098487854, 65.24522304534912, 65.80685377120972]","[63.68879699707031, 64.4063491821289, 64.54161071777344, 63.13152313232422, 63.99475860595703]","[66.99825286865234, 68.04163360595703, 67.48260498046875, 67.18193054199219, 67.66478729248047]","[0.8978469297289848, 0.9363653138279915, 0.7729739416390657, 1.0850955732166767, 0.9521528147161007]",13.0,"[13.0, 13.0, 13.0, 13.0, 13.0]"
CW_b_his_cb_MTHISAN,100.0,66.95238921275289,66.65353019842854,65.71554466204984,66.86528649354713,66.83691661616929,68.32734509503766,67.36148524315907,63.19922207026788,66.60473343658954,0.5088465544255071,66.52356386184692,"[66.91656708717346, 66.58897399902344, 65.61895608901978, 66.73426032066345, 66.75906181335449]","[65.17079162597656, 64.72029113769531, 63.818729400634766, 65.02714538574219, 65.15349578857422]","[69.07975006103516, 68.53628540039062, 67.32747650146484, 68.68704223632812, 68.4450454711914]","[1.0089139454066753, 0.954525638371706, 0.9157055988907814, 0.9501904249191284, 0.9021047502756119]",13.0,"[13.0, 13.0, 12.0, 13.0, 13.0]"
CW_b_his_da_BERT,100.0,67.36790725419284,67.34391220026433,68.19324986898822,65.60561021890686,66.7391196914452,67.82673234136318,67.21962496390417,64.86943477811944,67.04995984675949,0.9588245491989438,66.97742104530334,"[67.25652813911438, 67.28334426879883, 68.08222532272339, 65.53270220756531, 66.73230528831482]","[65.37757873535156, 65.67394256591797, 66.317138671875, 64.12156677246094, 65.00167846679688]","[69.22859954833984, 69.00041961669922, 69.7681655883789, 66.93942260742188, 68.31648254394531]","[0.9898737072944641, 0.8345361799001694, 0.8506566286087036, 0.7686006836593151, 0.8636452257633209]",13.0,"[13.0, 13.0, 12.0, 12.0, 13.0]"
CW_b_his_db_MTBERT,100.0,65.73929846906282,65.93534754128417,67.2850489978797,67.39027558667951,65.73321357937905,66.96639157592475,66.62494908481744,64.06430890974207,66.41663683485703,0.8455184941721989,66.33797645568848,"[65.67891240119934, 65.84020256996155, 67.12427139282227, 67.3658549785614, 65.68064093589783]","[64.0205307006836, 64.1259994506836, 65.4178237915039, 65.88441467285156, 64.14924621582031]","[67.35081481933594, 67.36058807373047, 68.8289794921875, 69.08676147460938, 67.29962921142578]","[0.9145685471594334, 0.8611987344920635, 0.8728421293199062, 0.8118132129311562, 0.8131037466228008]",13.0,"[12.0, 12.0, 12.0, 13.0, 13.0]"
CW_c_beh_aa_LOGR,100.0,71.9145665061123,71.57682096795898,71.50548649475255,71.9572684880524,71.37657325805122,71.88363840404612,71.56202734669193,69.83183505934912,71.66614314298549,0.2569571276114548,71.70111179351807,"[71.95931077003479, 71.63951396942139, 71.51945233345032, 71.99947834014893, 71.38780355453491]","[70.25074005126953, 70.0433349609375, 69.82752227783203, 70.32984924316406, 69.71300506591797]","[73.47348022460938, 73.22383117675781, 73.12413787841797, 73.67303466796875, 73.0777816772461]","[0.860280729830265, 0.8622528985142708, 0.8431600406765938, 0.8733958937227726, 0.8533341810107231]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_c_beh_ba_CNN,100.0,70.78912719947702,73.6096695660804,71.5884403168824,70.62889580561426,74.21641560080468,73.87079821910825,72.10829570245156,66.15380102268954,72.16650969777176,1.6492746779927236,72.23355412483215,"[70.86536884307861, 73.68491291999817, 71.63365483283997, 70.70804834365845, 74.27578568458557]","[69.24506378173828, 71.89122772216797, 70.21156311035156, 69.1955795288086, 72.66315460205078]","[72.36721801757812, 75.09527587890625, 73.03361511230469, 72.05807495117188, 75.60209655761719]","[0.7900252006947994, 0.8355805650353432, 0.7709162775427103, 0.7529107853770256, 0.7478668820112944]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_c_beh_bb_MTCNN,100.0,74.49985656770234,74.90301729924508,74.91439477477347,75.14292067160174,74.76983211984943,76.56765641030428,74.52705269177308,70.82188534488286,74.84600428663441,0.2354291424460389,74.87233400344849,"[74.53157305717468, 74.96773600578308, 74.91379976272583, 75.12783408164978, 74.82072710990906]","[72.87319946289062, 73.52031707763672, 73.56265258789062, 73.84048461914062, 73.43268585205078]","[75.9923095703125, 76.31744384765625, 76.1432113647461, 76.41555786132812, 76.322998046875]","[0.8128148503601551, 0.719704944640398, 0.7067753933370113, 0.6983309984207153, 0.7935610599815845]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_c_beh_ca_HISAN,100.0,73.54551515068611,73.77840565229803,71.94908274175408,73.5105434625913,74.000717649043,75.10004314805894,74.41821944951724,70.44661059040799,73.3568529312745,0.8113722312141264,73.38111996650696,"[73.55383038520813, 73.79723191261292, 71.9890296459198, 73.5237717628479, 74.04173612594604]","[71.86942291259766, 72.3387451171875, 70.34719848632812, 72.10520935058594, 72.55294036865234]","[74.89642333984375, 75.4006576538086, 73.42988586425781, 74.85641479492188, 75.30210876464844]","[0.7517552003264427, 0.7896945811808109, 0.8131956681609154, 0.7153374142944813, 0.7355093955993652]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_c_beh_cb_MTHISAN,100.0,75.42291352522314,75.34249920662475,74.38158754383076,76.64597169342514,76.11853174331466,77.54143376320702,76.40190780989688,73.52768755961203,75.5823007424837,0.8578404317200531,75.55799126625061,"[75.40494799613953, 75.33577084541321, 74.32711720466614, 76.64037346839905, 76.08174681663513]","[74.03443145751953, 73.82290649414062, 72.95767211914062, 75.29107666015625, 74.6526870727539]","[76.81964111328125, 76.80709838867188, 75.7682113647461, 77.96681213378906, 77.59937286376953]","[0.7088242098689079, 0.7107817102223635, 0.7406772579997778, 0.6786515936255455, 0.7501817774027586]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_c_beh_da_BERT,100.0,76.60714664970897,75.98771286698253,75.89243712309849,75.58317061764811,76.15623167067186,77.30509088999239,75.85910540901662,72.07346372915788,76.04533978562198,0.3769032994315252,76.0288417339325,"[76.58358812332153, 75.9692370891571, 75.85691213607788, 75.59114694595337, 76.14332437515259]","[75.07527160644531, 74.29269409179688, 74.2960205078125, 74.14622497558594, 74.78028106689453]","[78.11509704589844, 77.43489837646484, 77.37237548828125, 76.98936462402344, 77.58881378173828]","[0.7703461218625307, 0.8251958526670933, 0.7308762986212969, 0.7663575932383537, 0.750647159293294]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_c_beh_db_MTBERT,100.0,77.91724961355303,76.02330769764465,76.89535266309214,76.8528232645218,77.72806850438997,78.12333388296095,77.6756177340717,75.47661158515257,77.08336034864031,0.7621065824556225,77.05523729324341,"[77.87489295005798, 75.97744464874268, 76.86518430709839, 76.85056328773499, 77.70810127258301]","[76.63261413574219, 74.49068450927734, 75.55181884765625, 75.35769653320312, 76.24507904052734]","[79.33035278320312, 77.50247955322266, 78.23021697998047, 78.2566146850586, 79.12300872802734]","[0.6986428052186966, 0.7348816841840744, 0.7112832739949226, 0.7317261770367622, 0.6993614137172699]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
CW_d_sit_aa_LOGR,100.0,96.11983606910783,95.83602696803727,95.98462772790364,95.98114891945839,95.6717109248989,96.08239906785366,95.98718209844338,95.54033863939443,95.9186701218812,0.17069012867906555,95.897136926651,"[96.1001992225647, 95.8131492137909, 95.96845507621765, 95.9562361240387, 95.64764499664307]","[95.28871154785156, 95.06771850585938, 95.11605834960938, 95.1749267578125, 94.88381958007812]","[96.81550598144531, 96.58818054199219, 96.73372650146484, 96.76519012451172, 96.46421813964844]","[0.382734346203506, 0.3850704990327358, 0.4004459362477064, 0.3980176988989115, 0.4029825795441866]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_ba_CNN,100.0,94.89395161025708,95.4606530914457,95.95743683882888,95.87732726801941,95.8428870073787,95.64947425135082,95.55437540647877,94.85761691628474,95.60645116318595,0.44197833876289555,95.59183597564697,"[94.89124417304993, 95.4500138759613, 95.93865871429443, 95.85273265838623, 95.82653045654297]","[93.93927001953125, 94.68950653076172, 95.07070922851562, 95.04052734375, 95.0503921508789]","[95.74368286132812, 96.25162506103516, 96.73625183105469, 96.59432983398438, 96.60204315185547]","[0.4580920096486807, 0.4179238807410002, 0.40921689942479134, 0.3967871889472008, 0.39989305660128593]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_bb_MTCNN_2,100.0,95.00485519212602,94.10591875627875,94.68702908041618,95.18055372284277,94.84115389437117,95.27833268835654,94.92159871948198,93.77156434342075,94.76390212920697,0.41124091142257857,94.75507736206055,"[94.98597979545593, 94.10158395767212, 94.68549489974976, 95.17170190811157, 94.83062624931335]","[94.185546875, 93.1832504272461, 93.750732421875, 94.38168334960938, 93.99469757080078]","[95.86247253417969, 95.11317443847656, 95.67122650146484, 95.99124145507812, 95.7810287475586]","[0.44261449947953224, 0.49310182221233845, 0.48043327406048775, 0.41998852975666523, 0.4515987355262041]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_bb_MTCNN_3,100.0,94.16522375026697,93.69725511436187,94.03729865509672,95.21385866985891,94.62107121717645,94.83873133185723,94.18239315911488,93.54581934074983,94.34694148135218,0.5868741161626553,94.32483434677124,"[94.13644671440125, 93.67608428001404, 94.0199613571167, 95.175039768219, 94.61663961410522]","[93.14118957519531, 92.60746002197266, 93.04802703857422, 94.3315658569336, 93.67610168457031]","[95.10130310058594, 94.85462188720703, 95.03548431396484, 96.02079010009766, 95.5693359375]","[0.48349671997129917, 0.5495682824403048, 0.5145012866705656, 0.43298606760799885, 0.4678791854530573]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_ca_HISAN,100.0,96.44765079146582,96.33978688206423,96.09701983114118,96.09223880585472,95.83450102499998,96.90847466432595,96.19825184663182,95.53390545375755,96.16223946710518,0.23955630264942768,96.15887761116028,"[96.43778204917908, 96.33163213729858, 96.09140157699585, 96.08563184738159, 95.84794044494629]","[95.67096710205078, 95.57066345214844, 95.35093688964844, 95.39856719970703, 94.95252227783203]","[97.14924621582031, 97.09722137451172, 96.88057708740234, 96.81602478027344, 96.56565856933594]","[0.3708910895511508, 0.38939013611525297, 0.40140082128345966, 0.3742219880223274, 0.41502597741782665]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_cb_MTHISAN_2,100.0,95.58331572536555,96.03027075618485,95.86681326229069,95.83598806498357,95.71295972993398,96.69768444305625,96.22976138933721,94.87478069276143,95.80586950775172,0.168181153725612,95.81165790557861,"[95.58802247047424, 96.02636694908142, 95.88800072669983, 95.8399772644043, 95.71592211723328]","[94.77639770507812, 95.27006530761719, 95.07894897460938, 95.00823211669922, 94.8715591430664]","[96.40120697021484, 96.77226257324219, 96.65567016601562, 96.64225006103516, 96.43893432617188]","[0.4249864723533392, 0.39321216754615307, 0.40551372803747654, 0.3891977248713374, 0.4112653434276581]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_cb_MTHISAN_3,100.0,96.39027399116219,96.0636640961527,95.7603396002627,95.91675793276877,96.0866546197467,96.83015177607605,96.50814234524256,95.4922776067652,96.0435380480186,0.23386132069715324,96.0461938381195,"[96.38904929161072, 96.05920314788818, 95.78045606613159, 95.92122435569763, 96.08103632926941]","[95.71405029296875, 95.4139404296875, 94.94706726074219, 95.23685455322266, 95.34681701660156]","[97.03490447998047, 96.79144287109375, 96.62120056152344, 96.6595458984375, 96.7911605834961]","[0.3499663667753339, 0.38293201941996813, 0.42903278954327106, 0.3736089449375868, 0.3854176728054881]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_da_BERT,100.0,96.33756262185878,97.08564883467055,97.09637618462939,96.89848432481767,97.10907554369665,97.1920029885401,97.28779232869545,96.74067094020309,96.9054295019346,0.32898798717488076,96.92010045051575,"[96.35133147239685, 97.10630178451538, 97.10803031921387, 96.91393971443176, 97.12089896202087]","[95.60275268554688, 96.4299087524414, 96.44461059570312, 96.31697845458984, 96.38656616210938]","[96.94158172607422, 97.77447509765625, 97.6871337890625, 97.50198364257812, 97.78948211669922]","[0.35609009210020304, 0.33291156869381666, 0.31985302921384573, 0.31627577263861895, 0.32830771524459124]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_db_MTBERT_2,100.0,96.78328685981735,96.57143213252238,96.29707556801408,97.36660334658986,96.78666306065844,97.02197490078915,96.92048213441461,96.03242064840872,96.76101219352041,0.3934058224129927,96.74480438232422,"[96.78137302398682, 96.54189944267273, 96.27460837364197, 97.35363721847534, 96.77250385284424]","[95.98576354980469, 95.84728240966797, 95.55175018310547, 96.74779510498047, 96.03927612304688]","[97.40205383300781, 97.26862335205078, 96.99847412109375, 97.89122009277344, 97.39849853515625]","[0.35527932923287153, 0.3811911679804325, 0.3705559065565467, 0.3129691584035754, 0.36614276468753815]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
CW_d_sit_db_MTBERT_3,100.0,96.76876670316855,96.83631825876311,97.22134357546244,96.64062652420937,96.45187419330787,96.86939168035734,96.90502507431744,96.25203765961551,96.78378585098228,0.2850885530246724,96.76774501800537,"[96.75709009170532, 96.80830836296082, 97.20386862754822, 96.64305448532104, 96.42640352249146]","[96.02845764160156, 96.06484985351562, 96.56217956542969, 95.9847640991211, 95.64069366455078]","[97.40328216552734, 97.53036499023438, 97.77214050292969, 97.29718017578125, 97.09941101074219]","[0.3458495484665036, 0.36048346664756536, 0.3269882407039404, 0.34558926708996296, 0.37422841414809227]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
a_mor_aa_LOGR,100.0,51.147622211945674,50.1402946331845,50.89388191508768,50.25825759313478,50.634889579778694,51.02523685001721,49.791225722871744,47.23253615927556,50.61498918662627,0.42263088746547783,50.53718566894531,"[51.073336601257324, 50.11948347091675, 50.802165269851685, 50.162798166275024, 50.52814483642578]","[49.57966995239258, 48.339847564697266, 49.11201477050781, 48.610572814941406, 49.163394927978516]","[52.65419387817383, 51.56462097167969, 52.38248062133789, 51.927791595458984, 52.068763732910156]","[0.8102077059447765, 0.804365798830986, 0.8063734509050846, 0.8387432433664799, 0.8246537297964096]",16.0,"[16.0, 15.0, 16.0, 15.0, 16.0]"
a_mor_ba_CNN,100.0,56.00349701892484,54.852068292837956,54.499748334124476,56.5739350708415,57.2978657240874,56.86604773173591,54.50074749006999,50.58973508206412,55.84542288816324,1.1686424795671455,55.767881870269775,"[55.995458364486694, 54.76136803627014, 54.40378189086914, 56.44197463989258, 57.23682641983032]","[54.30306625366211, 52.905826568603516, 52.9576530456543, 54.62327575683594, 55.54962158203125]","[57.58988952636719, 56.64703369140625, 55.8336181640625, 57.97106170654297, 58.880950927734375]","[0.8107604458928108, 0.9241865947842598, 0.789725873619318, 0.8716865442693233, 0.8877839893102646]",16.0,"[15.0, 14.0, 14.0, 15.0, 15.0]"
a_mor_bb_MTCNN,100.0,54.951610498356786,55.02004592358638,53.432766663235675,54.55865699536556,56.89356331138802,55.2623793643916,53.36641610922235,50.59723426489056,54.971328678386485,1.2485210404060423,54.917558431625366,"[54.90253567695618, 54.94303107261658, 53.390735387802124, 54.46814298629761, 56.883347034454346]","[53.35722732543945, 53.359066009521484, 51.896095275878906, 52.79792022705078, 55.16332244873047]","[56.32481002807617, 56.56383514404297, 54.85918045043945, 56.26469421386719, 58.890892028808594]","[0.7644955534487963, 0.8032758720219135, 0.7147424854338169, 0.8669676259160042, 0.9214404970407486]",16.0,"[15.0, 13.0, 14.0, 14.0, 15.0]"
a_mor_ca_HISAN,100.0,58.364407061287714,55.30526622159796,56.5753977653041,55.83982795435559,56.43272004752438,57.35206940745955,54.62165600449698,48.99362845985733,56.50352381001395,1.1564362228542404,56.407883167266846,"[58.265841007232666, 55.26822805404663, 56.54018521308899, 55.68963885307312, 56.27552270889282]","[56.44633865356445, 53.62546920776367, 54.93794631958008, 53.63557815551758, 54.467498779296875]","[60.01364517211914, 56.83882141113281, 58.096187591552734, 57.41284942626953, 57.839298248291016]","[0.9518682956695557, 0.8549531921744347, 0.7909067906439304, 0.9160331450402737, 0.8943572640419006]",16.0,"[15.0, 14.0, 15.0, 14.0, 15.0]"
a_mor_cb_MTHISAN,100.0,53.95200296173226,57.41132955068604,55.41367354683939,56.03001413668085,58.67452559796993,56.873989731613115,54.61132783785428,49.90276027332815,56.296309158781696,1.8196781386948992,56.23238444328308,"[53.84518504142761, 57.34691023826599, 55.39461970329285, 55.9363067150116, 58.63890051841736]","[52.0322151184082, 55.71771240234375, 53.7889289855957, 54.07443618774414, 56.83297348022461]","[55.845130920410156, 59.170074462890625, 56.74519348144531, 57.772945404052734, 60.49676513671875]","[0.9275640361011028, 0.8498603478074074, 0.7579174358397722, 0.935687031596899, 0.9761473163962364]",16.0,"[15.0, 16.0, 15.0, 14.0, 15.0]"
a_mor_da_BERT,100.0,59.011639287576514,59.207031606363294,59.336001489457736,58.735051799398576,58.671683612198656,59.66712924617155,58.996497615044305,57.43951751550204,58.992281558998954,0.288784473184542,58.97077202796936,"[58.990150690078735, 59.160566329956055, 59.32050347328186, 58.731335401535034, 58.65130424499512]","[57.96837615966797, 57.888912200927734, 58.297813415527344, 57.5692253112793, 57.35054016113281]","[60.11068344116211, 60.26640701293945, 60.4259033203125, 59.87298583984375, 59.84724807739258]","[0.5723815411329269, 0.5966257303953171, 0.5789823364466429, 0.5768544040620327, 0.6342288106679916]",16.0,"[13.0, 13.0, 13.0, 13.0, 13.0]"
a_mor_db_MTBERT,100.0,54.26741888402273,56.528846666351896,58.6655878744495,60.057941843697435,58.31798374918016,58.72331714292761,56.23934628510195,52.551279860112864,57.567555803540344,2.232748279508548,57.50790596008301,"[54.2549192905426, 56.47318363189697, 58.58508348464966, 59.97859239578247, 58.247750997543335]","[52.773494720458984, 54.87662124633789, 57.0338134765625, 58.41084671020508, 56.876953125]","[55.60980987548828, 58.05973434448242, 59.98121643066406, 61.337913513183594, 59.54998779296875]","[0.7247835863381624, 0.8107436820864677, 0.7951357401907444, 0.7687305100262165, 0.6795311346650124]",16.0,"[12.0, 14.0, 14.0, 14.0, 13.0]"
b_his_aa_LOGR,100.0,57.11631672274344,55.79248449425139,56.59310809227532,55.51606230734679,56.707197223183506,56.51633405573377,55.58412418863304,52.33144712776583,56.34503376796009,0.6670991338269212,56.23831748962402,"[57.03014135360718, 55.761897563934326, 56.4547598361969, 55.39867877960205, 56.54610991477966]","[55.20281219482422, 53.85885238647461, 54.60594940185547, 53.73622131347656, 54.8438720703125]","[59.02088165283203, 57.32122802734375, 58.29855728149414, 57.415992736816406, 58.31904602050781]","[0.9721065871417522, 0.9071024134755135, 0.926589872688055, 0.9494433179497719, 0.956470612436533]",13.0,"[13.0, 13.0, 13.0, 12.0, 13.0]"
b_his_ba_CNN,100.0,61.490679791720225,61.791390984782836,60.59612482939081,61.66350290797281,61.80549202868705,62.9647271381792,60.64867211547429,56.49573379287751,61.469438108510744,0.5043248781263849,61.40547275543213,"[61.43644452095032, 61.69321537017822, 60.56991219520569, 61.59769296646118, 61.730098724365234]","[59.39207077026367, 60.254390716552734, 58.889686584472656, 59.765602111816406, 59.96157455444336]","[63.32958221435547, 63.48595428466797, 62.20068359375, 63.383609771728516, 63.622093200683594]","[1.0066121816635132, 0.843405444175005, 0.8681723847985268, 0.9557215496897697, 0.970267690718174]",13.0,"[12.0, 11.0, 11.0, 12.0, 12.0]"
b_his_bb_MTCNN,100.0,60.94524741343563,64.56569115058414,58.57843546935059,63.00193120637443,62.61824330015611,62.685519311957286,59.84103304206489,55.384661786197334,61.94190970798017,2.2787933455454144,61.92727565765381,"[60.951948165893555, 64.50812220573425, 58.567363023757935, 62.99276947975159, 62.616175413131714]","[59.19786834716797, 62.640647888183594, 56.932151794433594, 61.25407791137695, 60.9487419128418]","[62.6639289855957, 66.41868591308594, 60.349239349365234, 64.82383728027344, 64.42220306396484]","[0.8923729881644249, 0.9698126465082169, 0.8953097276389599, 0.9633450768887997, 0.8764044381678104]",13.0,"[12.0, 12.0, 11.0, 12.0, 11.0]"
